time_large,time_small,dtchanged,ncalc_ele,ncalc_deut,dt_ele,dt_deut,t_sim,ne,ni,KEtot_ele,KEtot_deut,Ele_pot,Mag_pot,E_tot
0,0,0,0,0,5.0269e-12,3.0161e-10,0,-16777216,16777216,1.1928e+11,1.1911e+11,2.0478e+06,64.867,2.384e+11
1,0,0,60,1,5.0269e-12,3.0161e-10,3.0161e-10,-16777216,16777216,1.1928e+11,1.1911e+11,2.4979e+06,64.87,2.384e+11
1,1,0,120,2,5.0269e-12,3.0161e-10,6.0322e-10,-16777216,16777216,1.1928e+11,1.1911e+11,9.4717e+06,64.743,2.384e+11
1,2,0,180,3,5.0269e-12,3.0161e-10,9.0484e-10,-16777216,16777216,1.1928e+11,1.1911e+11,3.7019e+07,64.216,2.3843e+11
1,3,0,240,4,5.0269e-12,3.0161e-10,1.2064e-09,-16777216,16777216,1.1928e+11,1.1911e+11,1.0635e+08,63.938,2.385e+11
1,4,0,300,5,5.0269e-12,3.0161e-10,1.5081e-09,-16777216,16777216,1.1928e+11,1.1911e+11,2.4647e+08,64.476,2.3864e+11
1,5,0,360,6,5.0269e-12,3.0161e-10,1.8097e-09,-16777216,16777216,1.1927e+11,1.1911e+11,4.3687e+08,63.966,2.3881e+11
1,6,0,420,7,5.0269e-12,3.0161e-10,2.1113e-09,-16777216,16777216,1.1915e+11,1.1911e+11,8.0066e+08,64.875,2.3905e+11
1,7,0,480,8,5.0269e-12,3.0161e-10,2.4129e-09,-16777216,16777216,1.1893e+11,1.1911e+11,1.2292e+09,65.748,2.3927e+11
1,8,0,540,9,5.0269e-12,3.0161e-10,2.7145e-09,-16777216,16777216,1.1864e+11,1.1911e+11,1.6413e+09,65.383,2.3939e+11
1,9,0,600,10,5.0269e-12,3.0161e-10,3.0161e-09,-16777216,16777216,1.1829e+11,1.1911e+11,2.4998e+09,64.81,2.399e+11
2,0,0,660,11,5.0269e-12,3.0161e-10,3.3177e-09,-16777216,16777216,1.1788e+11,1.1911e+11,3.2365e+09,64.525,2.4023e+11
2,1,0,720,12,5.0269e-12,3.0161e-10,3.6193e-09,-16777216,16777216,1.174e+11,1.1911e+11,4.151e+09,64.088,2.4066e+11
2,2,0,780,13,5.0269e-12,3.0161e-10,3.921e-09,-16777216,16777216,1.1683e+11,1.1911e+11,5.0573e+09,64.422,2.4099e+11
2,3,0,840,14,5.0269e-12,3.0161e-10,4.2226e-09,-16777216,16777216,1.1617e+11,1.1911e+11,6.5861e+09,64.569,2.4187e+11
2,4,0,900,15,5.0269e-12,3.0161e-10,4.5242e-09,-16777216,16777216,1.1544e+11,1.1911e+11,8.2133e+09,64.372,2.4277e+11
2,5,0,960,16,5.0269e-12,3.0161e-10,4.8258e-09,-16777216,16777216,1.1465e+11,1.1911e+11,9.1656e+09,63.747,2.4293e+11
2,6,0,1020,17,5.0269e-12,3.0161e-10,5.1274e-09,-16777216,16777216,1.1379e+11,1.1911e+11,1.084e+10,63.09,2.4375e+11
2,7,0,1080,18,5.0269e-12,3.0161e-10,5.429e-09,-16777216,16777216,1.1286e+11,1.1911e+11,1.284e+10,62.733,2.4481e+11
2,8,0,1140,19,5.0269e-12,3.0161e-10,5.7306e-09,-16777216,16777216,1.1187e+11,1.1911e+11,1.4144e+10,62.587,2.4512e+11
2,9,0,1200,20,5.0269e-12,3.0161e-10,6.0322e-09,-16777216,16777216,1.1081e+11,1.1912e+11,1.6315e+10,62.577,2.4624e+11
3,0,0,1260,21,5.0269e-12,3.0161e-10,6.3339e-09,-16777216,16777216,1.0973e+11,1.1912e+11,1.8761e+10,62.151,2.4761e+11
3,1,0,1320,22,5.0269e-12,3.0161e-10,6.6355e-09,-16777216,16777216,1.0861e+11,1.1912e+11,2.073e+10,62.035,2.4846e+11
3,2,0,1380,23,5.0269e-12,3.0161e-10,6.9371e-09,-16777216,16777216,1.0747e+11,1.1912e+11,2.2417e+10,61.975,2.49e+11
3,3,0,1440,24,5.0269e-12,3.0161e-10,7.2387e-09,-16777216,16777216,1.0631e+11,1.1912e+11,2.4388e+10,61.756,2.4982e+11
3,4,0,1500,25,5.0269e-12,3.0161e-10,7.5403e-09,-16777216,16777216,1.0516e+11,1.1912e+11,2.6511e+10,61.191,2.508e+11
3,5,0,1560,26,5.0269e-12,3.0161e-10,7.8419e-09,-16777216,16777216,1.0403e+11,1.1913e+11,2.874e+10,61.154,2.5189e+11
3,6,0,1620,27,5.0269e-12,3.0161e-10,8.1435e-09,-16777216,16777216,1.0292e+11,1.1913e+11,3.0981e+10,61.534,2.5303e+11
3,7,0,1680,28,5.0269e-12,3.0161e-10,8.4451e-09,-16777216,16777216,1.0186e+11,1.1913e+11,3.3267e+10,62.169,2.5425e+11
3,8,0,1740,29,5.0269e-12,3.0161e-10,8.7468e-09,-16777216,16777216,1.0085e+11,1.1913e+11,3.4809e+10,62.945,2.5479e+11
3,9,0,1800,30,5.0269e-12,3.0161e-10,9.0484e-09,-16777216,16777216,9.9901e+10,1.1913e+11,3.6399e+10,63.948,2.5543e+11
4,0,0,1860,31,5.0269e-12,3.0161e-10,9.35e-09,-16777216,16777216,9.9027e+10,1.1914e+11,3.8108e+10,64.978,2.5627e+11
4,1,0,1920,32,5.0269e-12,3.0161e-10,9.6516e-09,-16777216,16777216,9.8245e+10,1.1914e+11,3.9708e+10,66.67,2.5709e+11
4,2,0,1980,33,5.0269e-12,3.0161e-10,9.9532e-09,-16777216,16777216,9.7544e+10,1.1914e+11,4.1199e+10,68.522,2.5789e+11
4,3,0,2040,34,5.0269e-12,3.0161e-10,1.0255e-08,-16777216,16777216,9.6938e+10,1.1915e+11,4.2561e+10,70.785,2.5865e+11
4,4,0,2100,35,5.0269e-12,3.0161e-10,1.0556e-08,-16777216,16777216,9.6434e+10,1.1915e+11,4.3763e+10,72.98,2.5935e+11
4,5,0,2160,36,5.0269e-12,3.0161e-10,1.0858e-08,-16777216,16777216,9.6028e+10,1.1915e+11,4.477e+10,75.246,2.5995e+11
4,6,0,2220,37,5.0269e-12,3.0161e-10,1.116e-08,-16777216,16777216,9.5722e+10,1.1916e+11,4.559e+10,78.187,2.6047e+11
4,7,0,2280,38,5.0269e-12,3.0161e-10,1.1461e-08,-16777216,16777216,9.5514e+10,1.1916e+11,4.6248e+10,81.032,2.6092e+11
4,8,0,2340,39,5.0269e-12,3.0161e-10,1.1763e-08,-16777216,16777216,9.54e+10,1.1917e+11,4.6759e+10,83.996,2.6132e+11
4,9,0,2400,40,5.0269e-12,3.0161e-10,1.2064e-08,-16777216,16777216,9.5378e+10,1.1917e+11,4.7122e+10,87.467,2.6167e+11
5,0,0,2460,41,5.0269e-12,3.0161e-10,1.2366e-08,-16777216,16777216,9.5433e+10,1.1917e+11,4.7327e+10,90.851,2.6193e+11
5,1,0,2520,42,5.0269e-12,3.0161e-10,1.2668e-08,-16777216,16777216,9.5566e+10,1.1918e+11,4.7387e+10,93.937,2.6213e+11
5,2,0,2580,43,5.0269e-12,3.0161e-10,1.2969e-08,-16777216,16777216,9.5747e+10,1.1918e+11,4.7331e+10,96.1,2.6226e+11
5,3,0,2640,44,5.0269e-12,3.0161e-10,1.3271e-08,-16777216,16777216,9.5985e+10,1.1919e+11,4.7171e+10,97.513,2.6234e+11
5,4,0,2700,45,5.0269e-12,3.0161e-10,1.3573e-08,-16777216,16777216,9.626e+10,1.1919e+11,4.6917e+10,99.095,2.6237e+11
5,5,0,2760,46,5.0269e-12,3.0161e-10,1.3874e-08,-16777215,16777216,9.656e+10,1.192e+11,4.6581e+10,102.05,2.6234e+11
5,6,0,2820,47,5.0269e-12,3.0161e-10,1.4176e-08,-16777215,16777216,9.6875e+10,1.192e+11,4.6196e+10,106.32,2.6227e+11
5,7,0,2880,48,5.0269e-12,3.0161e-10,1.4477e-08,-16777215,16777216,9.7203e+10,1.1921e+11,4.578e+10,110.67,2.6219e+11
5,8,0,2940,49,5.0269e-12,3.0161e-10,1.4779e-08,-16777215,16777216,9.7539e+10,1.1921e+11,4.5291e+10,112.85,2.6204e+11
5,9,0,3000,50,5.0269e-12,3.0161e-10,1.5081e-08,-16777215,16777216,9.7875e+10,1.1922e+11,4.4739e+10,113.22,2.6183e+11
6,0,0,3060,51,5.0269e-12,3.0161e-10,1.5382e-08,-16777215,16777216,9.8212e+10,1.1922e+11,4.4159e+10,114.59,2.6159e+11
6,1,0,3120,52,5.0269e-12,3.0161e-10,1.5684e-08,-16777214,16777216,9.8538e+10,1.1923e+11,4.3648e+10,116.24,2.6141e+11
6,2,0,3180,53,5.0269e-12,3.0161e-10,1.5985e-08,-16777213,16777216,9.8804e+10,1.1923e+11,4.3233e+10,120.11,2.6127e+11
6,3,0,3240,54,5.0269e-12,3.0161e-10,1.6287e-08,-16777212,16777216,9.9025e+10,1.1924e+11,4.2796e+10,121.52,2.6106e+11
6,4,0,3300,55,5.0269e-12,3.0161e-10,1.6589e-08,-16777210,16777216,9.9227e+10,1.1924e+11,4.2756e+10,123.41,2.6123e+11
6,5,0,3360,56,5.0269e-12,3.0161e-10,1.689e-08,-16777207,16777216,9.941e+10,1.1925e+11,4.3043e+10,125.16,2.617e+11
6,6,0,3420,57,5.0269e-12,3.0161e-10,1.7192e-08,-16777205,16777216,9.9572e+10,1.1925e+11,4.3042e+10,126.15,2.6187e+11
6,7,0,3480,58,5.0269e-12,3.0161e-10,1.7494e-08,-16777201,16777216,9.9678e+10,1.1926e+11,4.2933e+10,127.73,2.6187e+11
6,8,0,3540,59,5.0269e-12,3.0161e-10,1.7795e-08,-16777186,16777216,9.9758e+10,1.1926e+11,4.3245e+10,129.48,2.6227e+11
6,9,0,3600,60,5.0269e-12,3.0161e-10,1.8097e-08,-16777170,16777216,9.9816e+10,1.1927e+11,4.3805e+10,131.98,2.6289e+11
7,0,0,3660,61,5.0269e-12,3.0161e-10,1.8398e-08,-16777149,16777216,9.9859e+10,1.1927e+11,4.4192e+10,134.65,2.6333e+11
7,1,0,3720,62,5.0269e-12,3.0161e-10,1.87e-08,-16777133,16777216,9.9902e+10,1.1928e+11,4.4476e+10,135.83,2.6366e+11
7,2,0,3780,63,5.0269e-12,3.0161e-10,1.9002e-08,-16777097,16777216,9.9938e+10,1.1928e+11,4.4744e+10,136.82,2.6397e+11
7,3,0,3840,64,5.0269e-12,3.0161e-10,1.9303e-08,-16777058,16777216,9.9985e+10,1.1929e+11,4.4946e+10,138.52,2.6422e+11
7,4,0,3900,65,5.0269e-12,3.0161e-10,1.9605e-08,-16777011,16777216,1.0004e+11,1.1929e+11,4.5058e+10,140.81,2.6439e+11
7,5,0,3960,66,5.0269e-12,3.0161e-10,1.9906e-08,-16776937,16777216,1.001e+11,1.193e+11,4.5134e+10,143.4,2.6453e+11
7,6,0,4020,67,5.0269e-12,3.0161e-10,2.0208e-08,-16776849,16777216,1.0018e+11,1.193e+11,4.5132e+10,146.07,2.6462e+11
7,7,0,4080,68,5.0269e-12,3.0161e-10,2.051e-08,-16776737,16777216,1.0029e+11,1.1931e+11,4.5076e+10,149.58,2.6467e+11
7,8,0,4140,69,5.0269e-12,3.0161e-10,2.0811e-08,-16776602,16777216,1.004e+11,1.1932e+11,4.4955e+10,153.47,2.6467e+11
7,9,0,4200,70,5.0269e-12,3.0161e-10,2.1113e-08,-16776430,16777216,1.0054e+11,1.1932e+11,4.4808e+10,157.82,2.6467e+11
8,0,0,4260,71,5.0269e-12,3.0161e-10,2.1414e-08,-16776214,16777216,1.0069e+11,1.1933e+11,4.4595e+10,162.29,2.6461e+11
8,1,0,4320,72,5.0269e-12,3.0161e-10,2.1716e-08,-16775958,16777216,1.0083e+11,1.1933e+11,4.4341e+10,164.51,2.6451e+11
8,2,0,4380,73,5.0269e-12,3.0161e-10,2.2018e-08,-16775690,16777216,1.0098e+11,1.1934e+11,4.4109e+10,165.88,2.6443e+11
8,3,0,4440,74,5.0269e-12,3.0161e-10,2.2319e-08,-16775356,16777216,1.0112e+11,1.1934e+11,4.3899e+10,166.27,2.6436e+11
8,4,0,4500,75,5.0269e-12,3.0161e-10,2.2621e-08,-16774929,16777216,1.0123e+11,1.1935e+11,4.3736e+10,163.32,2.6432e+11
8,5,0,4560,76,5.0269e-12,3.0161e-10,2.2923e-08,-16774439,16777216,1.0131e+11,1.1935e+11,4.3735e+10,160.33,2.644e+11
8,6,0,4620,77,5.0269e-12,3.0161e-10,2.3224e-08,-16773886,16777216,1.0135e+11,1.1936e+11,4.4066e+10,160.72,2.6478e+11
8,7,0,4680,78,5.0269e-12,3.0161e-10,2.3526e-08,-16773229,16777216,1.0133e+11,1.1937e+11,4.4413e+10,163.96,2.6511e+11
8,8,0,4740,79,5.0269e-12,3.0161e-10,2.3827e-08,-16772483,16777216,1.0127e+11,1.1937e+11,4.4929e+10,165.36,2.6558e+11
8,9,0,4800,80,5.0269e-12,3.0161e-10,2.4129e-08,-16771606,16777216,1.0114e+11,1.1938e+11,4.5391e+10,165.88,2.6592e+11
9,0,0,4860,81,5.0269e-12,3.0161e-10,2.4431e-08,-16770635,16777216,1.0097e+11,1.1939e+11,4.5731e+10,165.6,2.6609e+11
9,1,0,4920,82,5.0269e-12,3.0161e-10,2.4732e-08,-16769492,16777216,1.0076e+11,1.1939e+11,4.6262e+10,164.64,2.6642e+11
9,2,0,4980,83,5.0269e-12,3.0161e-10,2.5034e-08,-16768297,16777216,1.0049e+11,1.194e+11,4.697e+10,164.93,2.6687e+11
9,3,0,5040,84,5.0269e-12,3.0161e-10,2.5335e-08,-16766900,16777216,1.0015e+11,1.1941e+11,4.7711e+10,161.71,2.6727e+11
9,4,0,5100,85,5.0269e-12,3.0161e-10,2.5637e-08,-16765361,16777216,9.9754e+10,1.1942e+11,4.8465e+10,162.44,2.6763e+11
9,5,0,5160,86,5.0269e-12,3.0161e-10,2.5939e-08,-16763626,16777216,9.9341e+10,1.1942e+11,4.9269e+10,162.03,2.6803e+11
9,6,0,5220,87,5.0269e-12,3.0161e-10,2.624e-08,-16761667,16777216,9.8905e+10,1.1943e+11,5.006e+10,163.44,2.684e+11
9,7,0,5280,88,5.0269e-12,3.0161e-10,2.6542e-08,-16759574,16777216,9.8446e+10,1.1944e+11,5.0866e+10,165.23,2.6875e+11
9,8,0,5340,89,5.0269e-12,3.0161e-10,2.6844e-08,-16757227,16777216,9.7979e+10,1.1945e+11,5.1635e+10,165.6,2.6906e+11
9,9,0,5400,90,5.0269e-12,3.0161e-10,2.7145e-08,-16754716,16777216,9.7516e+10,1.1946e+11,5.2362e+10,164.7,2.6933e+11
10,0,0,5460,91,5.0269e-12,3.0161e-10,2.7447e-08,-16752036,16777216,9.7059e+10,1.1946e+11,5.3058e+10,162.98,2.6958e+11
10,1,0,5520,92,5.0269e-12,3.0161e-10,2.7748e-08,-16749073,16777216,9.6613e+10,1.1947e+11,5.3686e+10,160.7,2.6977e+11
10,2,0,5580,93,5.0269e-12,3.0161e-10,2.805e-08,-16745796,16777216,9.6176e+10,1.1948e+11,5.4281e+10,158.8,2.6994e+11
10,3,0,5640,94,5.0269e-12,3.0161e-10,2.8352e-08,-16742387,16777216,9.5769e+10,1.1949e+11,5.4814e+10,157.61,2.7007e+11
10,4,0,5700,95,5.0269e-12,3.0161e-10,2.8653e-08,-16738666,16777216,9.5391e+10,1.195e+11,5.527e+10,156.1,2.7016e+11
10,5,0,5760,96,5.0269e-12,3.0161e-10,2.8955e-08,-16734578,16777216,9.5053e+10,1.1951e+11,5.5636e+10,154.8,2.702e+11
10,6,0,5820,97,5.0269e-12,3.0161e-10,2.9256e-08,-16730302,16777216,9.4759e+10,1.1952e+11,5.5917e+10,153.78,2.7019e+11
10,7,0,5880,98,5.0269e-12,3.0161e-10,2.9558e-08,-16725677,16777216,9.4509e+10,1.1953e+11,5.6103e+10,152.9,2.7014e+11
10,8,0,5940,99,5.0269e-12,3.0161e-10,2.986e-08,-16720722,16777216,9.4315e+10,1.1954e+11,5.6181e+10,151.64,2.7003e+11
10,9,0,6000,100,5.0269e-12,3.0161e-10,3.0161e-08,-16715522,16777216,9.4178e+10,1.1955e+11,5.6178e+10,150.73,2.699e+11
11,0,0,6060,101,5.0269e-12,3.0161e-10,3.0463e-08,-16710048,16777216,9.41e+10,1.1956e+11,5.6086e+10,150.3,2.6974e+11
11,1,0,6120,102,5.0269e-12,3.0161e-10,3.0764e-08,-16704205,16777216,9.4076e+10,1.1957e+11,5.5905e+10,150.24,2.6955e+11
11,2,0,6180,103,5.0269e-12,3.0161e-10,3.1066e-08,-16698033,16777216,9.4105e+10,1.1958e+11,5.5552e+10,150.78,2.6924e+11
11,3,0,6240,104,5.0269e-12,3.0161e-10,3.1368e-08,-16691529,16777216,9.4184e+10,1.1959e+11,5.518e+10,151.68,2.6895e+11
11,4,0,6300,105,5.0269e-12,3.0161e-10,3.1669e-08,-16684720,16777216,9.4316e+10,1.196e+11,5.4876e+10,153.17,2.6879e+11
11,5,0,6360,106,5.0269e-12,3.0161e-10,3.1971e-08,-16677500,16777216,9.4485e+10,1.1961e+11,5.4594e+10,155.42,2.6869e+11
11,6,0,6420,107,5.0269e-12,3.0161e-10,3.2273e-08,-16669953,16777216,9.4697e+10,1.1962e+11,5.4323e+10,158.19,2.6864e+11
11,7,0,6480,108,5.0269e-12,3.0161e-10,3.2574e-08,-16662092,16777216,9.4957e+10,1.1963e+11,5.4218e+10,161.15,2.6881e+11
11,8,0,6540,109,5.0269e-12,3.0161e-10,3.2876e-08,-16653918,16777216,9.5255e+10,1.1964e+11,5.3742e+10,164.76,2.6864e+11
11,9,0,6600,110,5.0269e-12,3.0161e-10,3.3177e-08,-16645428,16777216,9.5586e+10,1.1965e+11,5.3128e+10,168.47,2.6837e+11
12,0,0,6660,111,5.0269e-12,3.0161e-10,3.3479e-08,-16636683,16777216,9.5948e+10,1.1966e+11,5.245e+10,172.1,2.6806e+11
12,1,0,6720,112,5.0269e-12,3.0161e-10,3.3781e-08,-16627325,16777216,9.6319e+10,1.1967e+11,5.1621e+10,176.27,2.6761e+11
12,2,0,6780,113,5.0269e-12,3.0161e-10,3.4082e-08,-16617761,16777216,9.6698e+10,1.1969e+11,5.0832e+10,180.81,2.6722e+11
12,3,0,6840,114,5.0269e-12,3.0161e-10,3.4384e-08,-16607864,16777216,9.7089e+10,1.197e+11,5.0019e+10,185.93,2.668e+11
12,4,0,6900,115,5.0269e-12,3.0161e-10,3.4685e-08,-16597683,16777216,9.7477e+10,1.1971e+11,4.9208e+10,191.14,2.6639e+11
12,5,0,6960,116,5.0269e-12,3.0161e-10,3.4987e-08,-16587054,16777216,9.7862e+10,1.1972e+11,4.8378e+10,196.9,2.6596e+11
12,6,0,7020,117,5.0269e-12,3.0161e-10,3.5289e-08,-16576264,16777216,9.8235e+10,1.1973e+11,4.7596e+10,203.12,2.6556e+11
12,7,0,7080,118,5.0269e-12,3.0161e-10,3.559e-08,-16564967,16777216,9.8597e+10,1.1974e+11,4.6885e+10,210.27,2.6522e+11
12,8,0,7140,119,5.0269e-12,3.0161e-10,3.5892e-08,-16553248,16777216,9.8927e+10,1.1975e+11,4.6157e+10,217.73,2.6483e+11
12,9,0,7200,120,5.0269e-12,3.0161e-10,3.6193e-08,-16541448,16777216,9.9238e+10,1.1976e+11,4.5434e+10,224.86,2.6443e+11
13,0,0,7260,121,5.0269e-12,3.0161e-10,3.6495e-08,-16529130,16777216,9.9519e+10,1.1977e+11,4.4663e+10,233.28,2.6395e+11
13,1,0,7320,122,5.0269e-12,3.0161e-10,3.6797e-08,-16516781,16777216,9.9778e+10,1.1978e+11,4.3805e+10,241.52,2.6336e+11
13,2,0,7380,123,5.0269e-12,3.0161e-10,3.7098e-08,-16503887,16777216,1e+11,1.1979e+11,4.3173e+10,250.06,2.6296e+11
13,3,0,7440,124,5.0269e-12,3.0161e-10,3.74e-08,-16490815,16777216,1.0019e+11,1.1979e+11,4.264e+10,258.55,2.6263e+11
13,4,0,7500,125,5.0269e-12,3.0161e-10,3.7702e-08,-16477348,16777216,1.0036e+11,1.198e+11,4.2153e+10,267.49,2.6232e+11
13,5,0,7560,126,5.0269e-12,3.0161e-10,3.8003e-08,-16463644,16777216,1.0049e+11,1.1981e+11,4.1707e+10,277.23,2.6201e+11
13,6,0,7620,127,5.0269e-12,3.0161e-10,3.8305e-08,-16449688,16777216,1.0059e+11,1.1982e+11,4.1288e+10,287.88,2.6169e+11
13,7,0,7680,128,5.0269e-12,3.0161e-10,3.8606e-08,-16435563,16777216,1.0065e+11,1.1983e+11,4.0903e+10,298.05,2.6138e+11
13,8,0,7740,129,5.0269e-12,3.0161e-10,3.8908e-08,-16420865,16777216,1.0067e+11,1.1983e+11,4.0562e+10,308.57,2.6106e+11
13,9,0,7800,130,5.0269e-12,3.0161e-10,3.921e-08,-16406082,16777216,1.0065e+11,1.1984e+11,4.03e+10,320.33,2.6079e+11
14,0,0,7860,131,5.0269e-12,3.0161e-10,3.9511e-08,-16390860,16777216,1.0059e+11,1.1985e+11,4.0113e+10,335.64,2.6055e+11
14,1,0,7920,132,5.0269e-12,3.0161e-10,3.9813e-08,-16375680,16777216,1.0047e+11,1.1986e+11,3.9988e+10,349.74,2.6032e+11
14,2,0,7980,133,5.0269e-12,3.0161e-10,4.0114e-08,-16360482,16777216,1.0032e+11,1.1986e+11,3.9927e+10,360.73,2.6011e+11
14,3,0,8040,134,5.0269e-12,3.0161e-10,4.0416e-08,-16344761,16777216,1.0012e+11,1.1987e+11,3.995e+10,373.37,2.5994e+11
14,4,0,8100,135,5.0269e-12,3.0161e-10,4.0718e-08,-16328914,16777216,9.9887e+10,1.1988e+11,4.0048e+10,388.03,2.5982e+11
14,5,0,8160,136,5.0269e-12,3.0161e-10,4.1019e-08,-16312785,16777216,9.9628e+10,1.1989e+11,4.0207e+10,403.92,2.5972e+11
14,6,0,8220,137,5.0269e-12,3.0161e-10,4.1321e-08,-16296654,16777216,9.9343e+10,1.199e+11,4.0435e+10,419.96,2.5967e+11
14,7,0,8280,138,5.0269e-12,3.0161e-10,4.1623e-08,-16280255,16777216,9.9025e+10,1.1991e+11,4.0728e+10,435.44,2.5966e+11
14,8,0,8340,139,5.0269e-12,3.0161e-10,4.1924e-08,-16263722,16777216,9.8674e+10,1.1991e+11,4.1093e+10,449.56,2.5968e+11
14,9,0,8400,140,5.0269e-12,3.0161e-10,4.2226e-08,-16246907,16777216,9.829e+10,1.1992e+11,4.1501e+10,462.41,2.5971e+11
15,0,0,8460,141,5.0269e-12,3.0161e-10,4.2527e-08,-16230135,16777216,9.787e+10,1.1993e+11,4.1984e+10,472.12,2.5978e+11
15,1,0,8520,142,5.0269e-12,3.0161e-10,4.2829e-08,-16213225,16777216,9.7421e+10,1.1994e+11,4.2515e+10,479.14,2.5987e+11
15,2,0,8580,143,5.0269e-12,3.0161e-10,4.3131e-08,-16196041,16777216,9.6937e+10,1.1995e+11,4.3094e+10,484.2,2.5998e+11
15,3,0,8640,144,5.0269e-12,3.0161e-10,4.3432e-08,-16178909,16777216,9.6425e+10,1.1996e+11,4.3736e+10,484.95,2.6012e+11
15,4,0,8700,145,5.0269e-12,3.0161e-10,4.3734e-08,-16161432,16777216,9.5876e+10,1.1997e+11,4.4423e+10,479.32,2.6027e+11
15,5,0,8760,146,5.0269e-12,3.0161e-10,4.4035e-08,-16143840,16777216,9.5308e+10,1.1998e+11,4.5175e+10,471.93,2.6046e+11
15,6,0,8820,147,5.0269e-12,3.0161e-10,4.4337e-08,-16126192,16777216,9.4721e+10,1.1999e+11,4.5949e+10,464.51,2.6066e+11
15,7,0,8880,148,5.0269e-12,3.0161e-10,4.4639e-08,-16108638,16777216,9.4113e+10,1.2e+11,4.6732e+10,457.4,2.6084e+11
15,8,0,8940,149,5.0269e-12,3.0161e-10,4.494e-08,-16090951,16777216,9.3504e+10,1.2001e+11,4.7535e+10,452.32,2.6105e+11
15,9,0,9000,150,5.0269e-12,3.0161e-10,4.5242e-08,-16073300,16777216,9.2887e+10,1.2002e+11,4.8347e+10,448.79,2.6126e+11
16,0,0,9060,151,5.0269e-12,3.0161e-10,4.5543e-08,-16055398,16777216,9.2259e+10,1.2003e+11,4.9161e+10,447.87,2.6145e+11
16,1,0,9120,152,5.0269e-12,3.0161e-10,4.5845e-08,-16037333,16777216,9.1617e+10,1.2005e+11,4.9957e+10,447.9,2.6162e+11
16,2,0,9180,153,5.0269e-12,3.0161e-10,4.6147e-08,-16019422,16777216,9.0991e+10,1.2006e+11,5.0736e+10,449.89,2.6179e+11
16,3,0,9240,154,5.0269e-12,3.0161e-10,4.6448e-08,-16001304,16777216,9.0355e+10,1.2007e+11,5.1505e+10,454.26,2.6193e+11
16,4,0,9300,155,5.0269e-12,3.0161e-10,4.675e-08,-15983256,16777216,8.9719e+10,1.2008e+11,5.2271e+10,460.46,2.6207e+11
16,5,0,9360,156,5.0269e-12,3.0161e-10,4.7052e-08,-15965268,16777216,8.9091e+10,1.201e+11,5.3013e+10,467.66,2.622e+11
16,6,0,9420,157,5.0269e-12,3.0161e-10,4.7353e-08,-15947015,16777216,8.8463e+10,1.2011e+11,5.3746e+10,475.53,2.6232e+11
16,7,0,9480,158,5.0269e-12,3.0161e-10,4.7655e-08,-15928760,16777216,8.784e+10,1.2012e+11,5.4441e+10,482.37,2.624e+11
16,8,0,9540,159,5.0269e-12,3.0161e-10,4.7956e-08,-15910649,16777216,8.7225e+10,1.2014e+11,5.5115e+10,488.89,2.6248e+11
16,9,0,9600,160,5.0269e-12,3.0161e-10,4.8258e-08,-15892861,16777216,8.6624e+10,1.2015e+11,5.5763e+10,493.23,2.6254e+11
17,0,0,9660,161,5.0269e-12,3.0161e-10,4.856e-08,-15874754,16777216,8.603e+10,1.2016e+11,5.6412e+10,496.46,2.6261e+11
17,1,0,9720,162,5.0269e-12,3.0161e-10,4.8861e-08,-15856797,16777216,8.5451e+10,1.2018e+11,5.713e+10,499.09,2.6276e+11
17,2,0,9780,163,5.0269e-12,3.0161e-10,4.9163e-08,-15838584,16777216,8.4885e+10,1.202e+11,5.7911e+10,502.43,2.6299e+11
17,3,0,9840,164,5.0269e-12,3.0161e-10,4.9464e-08,-15820816,16777216,8.4348e+10,1.2021e+11,5.8574e+10,506.06,2.6313e+11
17,4,0,9900,165,5.0269e-12,3.0161e-10,4.9766e-08,-15802807,16777216,8.3825e+10,1.2023e+11,5.9217e+10,509.05,2.6327e+11
17,5,0,9960,166,5.0269e-12,3.0161e-10,5.0068e-08,-15784917,16777216,8.3322e+10,1.2024e+11,5.983e+10,512.13,2.6339e+11
17,6,0,10020,167,5.0269e-12,3.0161e-10,5.0369e-08,-15767171,16777216,8.2844e+10,1.2025e+11,6.0435e+10,514.77,2.6353e+11
17,7,0,10080,168,5.0269e-12,3.0161e-10,5.0671e-08,-15749529,16777216,8.2389e+10,1.2027e+11,6.0972e+10,517.11,2.6363e+11
17,8,0,10140,169,5.0269e-12,3.0161e-10,5.0973e-08,-15732044,16777216,8.1953e+10,1.2029e+11,6.1512e+10,518.95,2.6375e+11
17,9,0,10200,170,5.0269e-12,3.0161e-10,5.1274e-08,-15714341,16777216,8.1529e+10,1.203e+11,6.2267e+10,518.89,2.641e+11
18,0,0,10260,171,5.0269e-12,3.0161e-10,5.1576e-08,-15696881,16777216,8.1124e+10,1.2032e+11,6.2946e+10,518.13,2.6439e+11
18,1,0,10320,172,5.0269e-12,3.0161e-10,5.1877e-08,-15679577,16777216,8.0739e+10,1.2033e+11,6.3502e+10,516.43,2.6457e+11
18,2,0,10380,173,5.0269e-12,3.0161e-10,5.2179e-08,-15661950,16777216,8.037e+10,1.2035e+11,6.4031e+10,514.86,2.6475e+11
18,3,0,10440,174,5.0269e-12,3.0161e-10,5.2481e-08,-15644874,16777216,8.0018e+10,1.2036e+11,6.4492e+10,511.95,2.6487e+11
